Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MSFT,Microsoft Corporation,136.95,1049422914144,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
AMZN,"Amazon.com, Inc.",1918.19,944385889405.44,n/a,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn
AAPL,Apple Inc.,199.46,917730419500,n/a,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
GOOGL,Alphabet Inc.,1113.2,772832214858,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl
GOOG,Alphabet Inc.,1111.42,771596460867.3,n/a,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog
FB,"Facebook, Inc.",189.53,541011250134.08,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
CSCO,"Cisco Systems, Inc.",57.41,245756881989.28,n/a,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco
INTC,Intel Corporation,47.19,211269630000,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
CMCSA,Comcast Corporation,43.68,198254391273.12,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
PEP,"Pepsico, Inc.",134.16,188068394308.08,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/pep
NFLX,"Netflix, Inc.",365.21,159677099035.13,n/a,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx
ADBE,Adobe Inc.,302.11,147414859389.73,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe
PYPL,"PayPal Holdings, Inc.",118.79,139570292614.27,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pypl
COST,Costco Wholesale Corporation,267.35,117577638877.1,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
AMGN,Amgen Inc.,184.08,112276960342.56,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
AVGO,Broadcom Inc.,279.05,111082431382.8,n/a,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
TXN,Texas Instruments Incorporated,112.71,105745217533.41,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn
SBUX,Starbucks Corporation,84.69,102576528000,n/a,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux
NVDA,NVIDIA Corporation,154.1,93846900000,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
CHTR,"Charter Communications, Inc.",398.77,89088438067.75,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr
QCOM,QUALCOMM Incorporated,72.74,88429939877.24,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/qcom
GILD,"Gilead Sciences, Inc.",68.57,87419618720,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild
BKNG,Booking Holdings Inc.,1861.31,80578613361.95,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng
MDLZ,"Mondelez International, Inc.",55.46,79886567859.66,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
QQQ,"Invesco QQQ Trust, Series 1",188.85,74236935000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqq
ADP,"Automatic Data Processing, Inc.",169.61,73819061277.57,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
CME,CME Group Inc.,198.82,71171975941.48,n/a,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CELG,Celgene Corporation,98.13,69207118267.68,n/a,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg
INTU,Intuit Inc.,266.66,69129841044.1,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
TMUS,"T-Mobile US, Inc.",77.93,66575833647.23,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus
CSX,CSX Corporation,79.05,63964387797.3,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
ISRG,"Intuitive Surgical, Inc.",533.05,61539907146.9,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg
ILMN,"Illumina, Inc.",358.57,52709790000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/ilmn
AMOV,"America Movil, S.A.B. de C.V.",15.21,50206649180.22,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
WDAY,"Workday, Inc.",220.11,49744860000,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday
WBA,"Walgreens Boots Alliance, Inc.",52.88,48348129956.64,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba
VRTX,Vertex Pharmaceuticals Incorporated,182.17,46657628151.2,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrtx
MAR,Marriott International,137.19,45682738136.46,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
BIIB,Biogen Inc.,234.97,45559131493.09,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/biib
EQIX,"Equinix, Inc.",508.37,42738684709.69,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
ADI,"Analog Devices, Inc.",112.56,41620323711.12,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi
BND,Vanguard Total Bond Market ETF,83,41211410494,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bnd
AMAT,"Applied Materials, Inc.",43.21,40449093982.09,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
TSLA,"Tesla, Inc. ",219.62,39133784504.78,n/a,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla
ROST,"Ross Stores, Inc.",104.57,38136219728.56,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
KHC,The Kraft Heinz Company,31.13,37976694968.52,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc
MU,"Micron Technology, Inc.",34.15,37793361425.65,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
ADSK,"Autodesk, Inc.",169.45,37214537831,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
CTSH,Cognizant Technology Solutions Corporation,64.17,36530886259.8,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
FISV,"Fiserv, Inc.",91.69,35982808746.22,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
AABA,Altaba Inc.,69.26,35981357209.16,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba
REGN,"Regeneron Pharmaceuticals, Inc.",320.48,35137033650.56,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
ATVI,"Activision Blizzard, Inc",45.67,34983526856.73,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
EBAY,eBay Inc.,39.92,34791373847.92,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
MNST,Monster Beverage Corporation,63.52,34527959969.92,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
BIDU,"Baidu, Inc.",118.3,32966042291,278664770,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
TEAM,Atlassian Corporation Plc,135.05,32555478065.35,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
AMD,"Advanced Micro Devices, Inc.",30.01,32457727327.23,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
XEL,Xcel Energy Inc.,61.31,31554613340.21,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel
PAYX,"Paychex, Inc.",87.56,31469064000,n/a,1983,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/payx
MELI,"MercadoLibre, Inc.",636.44,31388274413.72,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
ORLY,"O&#39;Reilly Automotive, Inc.",375.87,29421873001.62,n/a,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly
XLNX,"Xilinx, Inc.",114.76,29139859200,n/a,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx
ALXN,"Alexion Pharmaceuticals, Inc.",128.83,28888480279.62,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn
NXPI,NXP Semiconductors N.V.,98.01,27949992341.04,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
ZM,"Zoom Video Communications, Inc.",102.3,27871889829.3,n/a,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/zm
EA,Electronic Arts Inc.,93.19,27701772998.61,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
LRCX,Lam Research Corporation,183.96,27580484274.84,n/a,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
AMTD,TD Ameritrade Holding Corporation,49.42,27344305276.54,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
JD,"JD.com, Inc.",29.12,26923896563.2,924584360,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
GOLD,Barrick Gold Corporation,15.3,26798196146.4,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
SBAC,SBA Communications Corporation,233.68,26464522890,n/a,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SIRI,Sirius XM Holdings Inc.,5.74,26445814424.82,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
DLTR,"Dollar Tree, Inc.",110.79,26321374307.88,n/a,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
TROW,"T. Rowe Price Group, Inc.",109.59,25915340949.03,n/a,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,89.66,25180684996.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcit
VRSN,"VeriSign, Inc.",211.02,25150072416.18,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
PCAR,PACCAR Inc.,72.23,25048793527.46,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/pcar
WLTW,Willis Towers Watson Public Limited Company,191.62,24764236428.36,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw
SHV,iShares Short Treasury Bond ETF,110.63,24460293000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv
CTAS,Cintas Corporation,232.63,24326320557.58,n/a,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
LULU,lululemon athletica inc.,186.5,24296392499.5,n/a,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
VCSH,Vanguard Short-Term Corporate Bond ETF,80.63,24164435183.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcsh
INFO,IHS Markit Ltd.,59.89,23940927843.04,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
VRSK,"Verisk Analytics, Inc.",146.01,23896821848.52,n/a,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
ALGN,"Align Technology, Inc.",295.67,23655046417.64,n/a,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
IDXX,"IDEXX Laboratories, Inc.",272.88,23469407876.16,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx
CERN,Cerner Corporation,71.75,23347890903.75,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern
UAL,"United Continental Holdings, Inc.",87.14,22929095654.58,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
FOXA,Fox Corporation,35.58,22078280531.82,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/foxa
FOX,Fox Corporation,35.35,21935559775.15,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fox
HBANO,Huntington Bancshares Incorporated,27.05,21550439532.85,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbano
ULTA,"Ulta Beauty, Inc.",358.34,20947747626.62,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta
CDNS,"Cadence Design Systems, Inc.",72.67,20422450100,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns
LBTYA,Liberty Global plc,27.61,20366347085.04,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
MCHP,Microchip Technology Incorporated,85.58,20361750554.64,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
CSGP,"CoStar Group, Inc.",555.49,20298480052.24,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
FITB,Fifth Third Bancorp,27.3,19988315064.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
LBTYK,Liberty Global plc,26.88,19827867064.32,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
SNPS,"Synopsys, Inc.",130.01,19488383941.15,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps
MTCH,"Match Group, Inc.",69.2,19453900031.6,n/a,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
NTES,"NetEase, Inc.",265.24,19418887743.84,73212516,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes
EXPE,"Expedia Group, Inc.",129.6,19297762704,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
FAST,Fastenal Company,33.24,19034209433.04,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
IAC,IAC/InterActiveCorp,224.89,18912835652.18,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/iac
SPLK,Splunk Inc.,124.47,18691872743.7,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
NTRS,Northern Trust Corporation,85.74,18663590740.86,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
LBRDA,Liberty Broadband Corporation,102.38,18574934344.02,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
INCY,Incyte Corporation,86.57,18563945186.93,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy
KLAC,KLA-Tencor Corporation,113.79,18390769612.98,n/a,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac
DISH,DISH Network Corporation,39.09,18365604625.71,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
LBTYB,Liberty Global plc,24.8,18293567827.2,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
LYFT,"Lyft, Inc.",62.84,18261815957.48,n/a,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lyft
SHY,iShares 1-3 Year Treasury Bond ETF,84.78,18015750000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy
BNDX,Vanguard Total International Bond ETF,57.25,18000117113.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndx
CTRP,"Ctrip.com International, Ltd.",36.48,17762707061.76,486916312,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
FANG,"Diamondback Energy, Inc.",107.585,17716259174.925,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
DISCB,"Discovery, Inc.",33.49,17579397020.39,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
CHKP,Check Point Software Technologies Ltd.,114.82,17480140308.56,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp
DVY,iShares Select Dividend ETF,99.04,17336952000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvy
CINF,Cincinnati Financial Corporation,105.94,17292567978.32,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
CPRT,"Copart, Inc.",74.75,17126188079,n/a,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
ANSS,"ANSYS, Inc.",203.7,17096221802.1,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss
MBB,iShares MBS ETF,107.66,16859556000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbb
DISCA,"Discovery, Inc.",30.93,16235615104.23,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
NDAQ,"Nasdaq, Inc.",97.74,16195958807.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq
IEF,iShares 7-10 Year Treasury Bond ETF,109.99,16168530000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ief
PFG,Principal Financial Group Inc,57.72,16077798352.2,n/a,2001,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/pfg
MRVL,Marvell Technology Group Ltd.,24.12,15943320000,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MXIM,"Maxim Integrated Products, Inc.",58.34,15893278525.46,n/a,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
LBRDK,Liberty Broadband Corporation,103.79,15842174406.11,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
CDW,CDW Corporation,108.11,15816738734.03,n/a,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,113.94,15598386000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emb
GRMN,Garmin Ltd.,81.74,15518127947.32,n/a,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn
PFF,iShares Preferred and Income Securities ETF,37.09,15501765500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pff
BMRN,BioMarin Pharmaceutical Inc.,86.36,15464602045.08,n/a,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bmrn
OKTA,"Okta, Inc.",133.38,15223869423.36,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta
NTAP,"NetApp, Inc.",62.67,15042190459.29,n/a,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
DISCK,"Discovery, Inc.",28.41,14912829780.51,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
EXAS,Exact Sciences Corporation,115.44,14907780763.2,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
IXUS,iShares Core MSCI Total International Stock ETF,58.69,14848570000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ixus
SSNC,"SS&C Technologies Holdings, Inc.",58.64,14835629907.92,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
TLT,iShares 20+ Year Treasury Bond ETF,132.89,14710923000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt
ACGL,Arch Capital Group Ltd.,36.42,14706520265.04,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ASML,ASML Holding N.V.,201.66,14461194684.84,71710774,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
BPR,Brookfield Property REIT Inc.,19.61,14393411689.38,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr
VIA,Viacom Inc.,35.49,14305132885.68,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/via
AAL,"American Airlines Group, Inc.",32.15,14301448947.25,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal
DXCM,"DexCom, Inc.",155.66,14172906042.3,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
IEP,Icahn Enterprises L.P.,72.11,14150593391.54,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/iep
HBAN,Huntington Bancshares Incorporated,13.26,13875795938.16,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hban
HAS,"Hasbro, Inc.",107.9,13579659116.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/has
XRAY,DENTSPLY SIRONA Inc.,57.43,13437327595.28,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
ERIE,Erie Indemnity Company,254.46,13305679811.28,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
HOLX,"Hologic, Inc.",49.21,13190747290.98,n/a,1990,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/holx
WYNN,"Wynn Resorts, Limited",122.45,13183179695.65,n/a,2002,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn
FTNT,"Fortinet, Inc.",76.94,13138321487.28,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
EXPD,"Expeditors International of Washington, Inc.",76.33,13128447199.66,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
SWKS,"Skyworks Solutions, Inc.",75.84,13097081258.88,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
AKAM,"Akamai Technologies, Inc.",79.88,13089330429.12,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam
CTXS,"Citrix Systems, Inc.",99.38,13083559064.16,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
VXUS,Vanguard Total International Stock ETF,53.36,13047243241.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vxus
TSCO,Tractor Supply Company,106.77,12880924131.84,n/a,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco
YNDX,Yandex N.V.,39.42,12875298589.44,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx
STX,Seagate Technology PLC,46.19,12787369162.95,n/a,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SYMC,Symantec Corporation,20.56,12710066070,n/a,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc
TTWO,"Take-Two Interactive Software, Inc.",111.54,12552879021.54,n/a,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
MKTX,"MarketAxess Holdings, Inc.",331.36,12491438629.6,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
VIAB,Viacom Inc.,30.71,12378434232.72,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/viab
IGSB,iShares Short-Term Corporate Bond ETF,53.4,12263310000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igsb
LSXMK,Liberty Media Corporation,37.94,12128545380,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
LSXMA,Liberty Media Corporation,37.7,12051822900,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
CBOE,"Cboe Global Markets, Inc.",107.08,11973551750,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/cboe
ROKU,"Roku, Inc.",104.9,11884294609.5,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
LNT,Alliant Energy Corporation,49.98,11864972561.82,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt
ODFL,"Old Dominion Freight Line, Inc.",145.58,11784208939.6,n/a,1991,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl
ABMD,"ABIOMED, Inc.",260.33,11747320700.57,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd
REG,Regency Centers Corporation,69.9,11709556500.9,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg
SGEN,"Seattle Genetics, Inc.",72.33,11667886681.59,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
WDC,Western Digital Corporation,39.64,11614428986.56,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc
LSXMB,Liberty Media Corporation,36.11,11543536470,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
CHRW,"C.H. Robinson Worldwide, Inc.",84,11471252520,n/a,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw
NCLH,Norwegian Cruise Line Holdings Ltd.,52.56,11321182539.36,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
OTEX,Open Text Corporation,41.57,11202519301.9,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
TTD,"The Trade Desk, Inc.",251.09,11179519609.86,n/a,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
SIVB,SVB Financial Group,214.34,11151507904.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb
ETFC,E*TRADE Financial Corporation,45.45,11120282769.6,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
TRMB,Trimble Inc.,43.71,10998531241.47,n/a,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb
ZBRA,Zebra Technologies Corporation,201.12,10855816228.32,n/a,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra
ACWI,iShares MSCI ACWI Index Fund,73.94,10795240000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwi
JKHY,"Jack Henry & Associates, Inc.",138.62,10701970101.62,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
HSIC,"Henry Schein, Inc.",70.94,10575343965.9,n/a,1995,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hsic
ARRY,Array BioPharma Inc.,46.55,10385091754.45,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
PTC,PTC Inc.,89.49,10295094261.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc
DBX,"Dropbox, Inc.",24.52,10082105402,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
ZS,"Zscaler, Inc.",79.18,9949911459.04,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs
